f1_mean,f1_std,f1_min,f1_max,f1_range,f2_mean,f2_std,f2_min,f2_max,f2_range,f3_mean,f3_std,f3_min,f3_max,f3_range,f4_mean,f4_std,f4_min,f4_max,f4_range,f5_mean,f5_std,f5_min,f5_max,f5_range,pitch3_mean,pitch3_std,pitch3_min,pitch3_max,pitch3_range,actividad
21.168181818181818,3.6700738614856694,16.0,27.0,11.0,25.25227272727273,3.435442848015881,22.0,34.0,12.0,36.27613636363636,11.498018547856823,22.0,53.0,31.0,37.75909090909091,10.592178035568987,21.0,53.0,32.0,35.68863636363636,8.246809738787999,24.0,49.0,25.0,-7.973528090633889,66.29520522153176,-74.3240851843704,118.487672033054,192.8117572174244,000
21.54659090909091,3.7692068391481244,16.0,27.0,11.0,25.436363636363637,3.3788170945876437,22.0,34.0,12.0,36.73977272727273,11.520407187531564,22.0,53.0,31.0,38.05113636363637,10.619808831507683,21.0,53.0,32.0,36.472727272727276,8.54914572118077,24.0,49.0,25.0,-11.154062387593338,65.66520242416298,-74.3240851843704,106.083135768472,180.4072209528424,000
23.0,0.0,23.0,23.0,0.0,33.14772727272727,7.2059630810613955,21.0,43.0,22.0,33.45454545454545,6.430412631516756,23.0,43.0,20.0,30.756818181818183,5.794193713116948,23.0,40.0,17.0,28.306818181818183,4.869100053457365,22.0,41.0,19.0,33.50944315911024,76.19451812442317,-48.5810914491425,143.227989626803,191.8090810759455,000
23.0,0.0,23.0,23.0,0.0,31.723863636363635,6.36770071101346,21.0,41.0,20.0,33.025,5.896594741497379,23.0,40.0,17.0,31.365909090909092,5.978196869451303,23.0,40.0,17.0,29.914772727272727,4.94384465252976,22.0,41.0,19.0,34.58051613738292,73.37656251422219,-45.5501447129004,139.498034380502,185.04817909340238,000
23.0,0.0,23.0,23.0,0.0,31.3375,5.326686939364843,21.0,40.0,19.0,33.356818181818184,5.097900536106315,23.0,39.0,16.0,31.24659090909091,5.114317000157419,23.0,38.0,15.0,30.775,4.3005615383871145,23.0,41.0,18.0,36.534347794967275,74.7997331518112,-43.0463191481788,139.498034380502,182.5443535286808,000
22.479545454545455,0.4995814363747396,22.0,23.0,1.0,31.575,8.01568419923204,20.0,41.0,21.0,31.84431818181818,6.8796200667185605,22.0,40.0,18.0,28.427272727272726,5.549912515132093,22.0,38.0,16.0,23.869318181818183,2.256800730043299,17.0,28.0,11.0,28.349502452074677,72.31663315405278,-56.0008948960867,146.413634967731,202.4145298638177,000
22.472727272727273,0.4992556442816719,22.0,23.0,1.0,30.948863636363637,7.642933371871006,20.0,41.0,21.0,31.172727272727272,6.571092466123659,22.0,39.0,17.0,28.047727272727272,5.649416246447046,22.0,38.0,16.0,23.79659090909091,2.1507371285866137,17.0,28.0,11.0,31.444548841646995,73.04416429146652,-53.6231200462937,146.413634967731,200.03675501402472,000
22.448863636363637,0.497378198470791,22.0,23.0,1.0,30.20909090909091,7.005641174401013,20.0,40.0,20.0,30.967045454545456,6.238265740771176,22.0,39.0,17.0,27.452272727272728,5.352781292186658,22.0,38.0,16.0,24.08068181818182,2.104451880405477,19.0,28.0,9.0,35.31024950920641,70.82051787865647,-52.1735368246128,142.087803614493,194.2613404391058,000
20.270454545454545,3.924809175758192,16.0,29.0,13.0,25.952272727272728,3.4824226569995016,22.0,34.0,12.0,36.160227272727276,11.27942656276066,22.0,52.0,30.0,35.22954545454545,8.92720763492285,21.0,52.0,31.0,33.44318181818182,4.936547271822903,25.0,45.0,20.0,-23.109920611515943,44.29842028936346,-71.900473710967,90.1835569535916,162.0840306645586,000
19.5375,3.358970773777424,16.0,27.0,11.0,25.51818181818182,3.394465597736244,22.0,34.0,12.0,34.67159090909091,10.971973064292207,22.0,52.0,30.0,33.32954545454545,7.950016567891671,21.0,48.0,27.0,32.98522727272727,5.078341707073447,25.0,45.0,20.0,-11.135460791903693,52.796135943499706,-69.4023777241966,111.188189723088,180.5905674472846,000
19.39090909090909,3.0813823773384406,16.0,26.0,10.0,25.204545454545453,3.130709659998291,22.0,33.0,11.0,34.25113636363636,10.585662412370691,22.0,50.0,28.0,32.55,7.180291840105868,21.0,45.0,24.0,32.92727272727273,4.451678112412096,25.0,40.0,15.0,-10.453165721163414,54.55686675894638,-69.2935157431218,111.188189723088,180.4817054662098,000
23.319318181818183,0.6752706451600543,22.0,27.0,5.0,31.075,7.52549077227767,19.0,41.0,22.0,31.961363636363636,6.677871051230287,22.0,41.0,19.0,28.00227272727273,4.986344472491557,22.0,38.0,16.0,24.677272727272726,3.1370848973039545,18.0,33.0,15.0,28.93328784735667,68.11542575257161,-56.4019653526782,139.371983665573,195.7739490182512,000
